Rank,Player,Int,Tm,Boxscore
,Tom Landry+,3,NYG,"New York Giants vs. Philadelphia Eagles, November 14, 1954"
,Emlen Tunnell+,3,NYG,"New York Giants vs. Pittsburgh Steelers, November 7, 1954"
,Don Doll,3,WAS,"Washington Redskins vs. Philadelphia Eagles, December 6, 1953"
,Yale Lary+,3,DET,"Detroit Lions vs. Green Bay Packers, November 15, 1953"
,Tom Keane,3,BAL,"Baltimore Colts vs. Philadelphia Eagles, November 15, 1953"
,Jack Christiansen+,3,DET,"Detroit Lions vs. Baltimore Colts, November 7, 1953"
,Don Paul,3,CRD,"Chicago Cardinals vs. New York Giants, November 1, 1953"
,Tommy James,3,CLE,"Cleveland Browns vs. Washington Redskins, November 1, 1953"
,Don Doll,3,WAS,"Washington Redskins vs. New York Giants, October 11, 1953"
Rank,Player,Int,Tm,Boxscore
,Bert Rechichar,3,BAL,"Baltimore Colts vs. Chicago Bears, September 27, 1953"
,Night Train Lane+,3,RAM,"Los Angeles Rams vs. Pittsburgh Steelers, December 14, 1952"
,Night Train Lane+,3,RAM,"Los Angeles Rams vs. Green Bay Packers, December 7, 1952"
,Claude Hipps,3,PIT,"Pittsburgh Steelers vs. New York Giants, November 30, 1952"
,Tom Keane,3,DTX,"Dallas Texans vs. Green Bay Packers, November 23, 1952"
,Herb Rich,3,RAM,"Los Angeles Rams vs. Detroit Lions, October 19, 1952"
,Ed Kissell,3,PIT,"Pittsburgh Steelers vs. Cleveland Browns, October 4, 1952"
,Herb Rich,3,RAM,"Los Angeles Rams vs. Detroit Lions, October 3, 1952"
,Lowell Wagner,3,SFO,"San Francisco 49ers vs. Detroit Lions, December 16, 1951"
,George Taliaferro,3,NYY,"New York Yanks vs. Green Bay Packers, December 2, 1951"
,Ray Ramsey,3,CRD,"Chicago Cardinals vs. Philadelphia Eagles, September 30, 1951"
,Don Doll,3,DET,"Detroit Lions vs. Green Bay Packers, November 19, 1950"
,Tom Keane,3,RAM,"Los Angeles Rams vs. New York Yanks, November 19, 1950"
,Woodley Lewis,3,RAM,"Los Angeles Rams vs. New York Yanks, November 19, 1950"
,Tommy James,3,CLE,"Cleveland Browns vs. Chicago Cardinals, November 5, 1950"
,Otto Schnellbacher,3,NYG,"New York Giants vs. Cleveland Browns, October 22, 1950"
,Don Doll,3,DET,"Detroit Lions vs. San Francisco 49ers, October 8, 1950"
,Joe Sutton,3,PHI,"Philadelphia Eagles vs. Chicago Cardinals, September 24, 1950"
,Billy Stone,3,BCL,"Baltimore Colts vs. Cleveland Browns, September 24, 1950"
,Jerry Davis,3,CRD,"Chicago Cardinals vs. Los Angeles Rams, December 4, 1949"
,Jim Cason,3,SFO,"San Francisco 49ers vs. Los Angeles Dons, November 13, 1949"
,Emlen Tunnell+,3,NYG,"New York Giants vs. Washington Redskins, October 9, 1949"
,Harry Burrus,3,BDA,"Brooklyn Dodgers vs. Cleveland Browns, December 5, 1948"
,Frank Reagan,3,NYG,"New York Giants vs. Boston Yanks, November 28, 1948"
